Word,Part-of-Speech,Definition,whether_core,whether_general,whether_spoken,whether_fiction,whether_newspapers,whether_web
onderbroek,"noun, de",underpants,False,False,False,True,False,False
verbeelden (zich),verb,to imagine,False,False,False,True,False,False
brommen,verb,to mutter,False,False,False,True,False,False
stam,"noun, de(m)",trunk,False,False,False,True,False,True
riem,"noun, de(m)",a) belt b) oar,False,False,False,True,False,False
envelop,"noun, de",envelope,False,False,False,True,False,False
eronder,adv,below,False,False,True,True,False,False
uitzoeken,verb,"to select, to choose",False,False,True,True,False,False
flard,"noun, de",fragment,False,False,False,True,False,False
geweer,"noun, het",gun,False,False,False,True,False,False
matras,"noun, de/het",mattress,False,False,False,True,False,False
grijns,"noun, de",grin,False,False,False,True,False,False
verschijning,"noun, de(f)",appearance,False,False,False,True,False,False
gapen,verb,to yawn,False,False,False,True,False,False
erf,"noun, het",yard,False,False,False,True,False,False
spuiten,verb,"to squirt, to spray",False,False,False,True,False,False
rommel,"noun, de(m)",clutter,False,False,False,True,False,False
woest,adj,fierce,False,False,False,True,False,False
verdwalen,verb,to get lost,False,False,False,True,False,False
kuil,"noun, de(m)","pit, hole",False,False,False,True,False,False
bejaard,adj,"elderly, aged",False,False,False,True,True,False
verdrinken,verb,to drown,False,False,False,True,False,False
konijn,"noun, het",rabbit,False,False,False,True,False,False
heimwee,"noun, de/het",homesickness,False,False,False,True,False,False
glippen,verb,to slip,False,False,False,True,False,False
doodgaan,verb,to die,False,False,False,True,False,False
borrel,"noun, de(m)",drink,False,False,False,True,False,False
beker,"noun, de(m)",cup,False,False,False,True,True,False
bediende,"noun, de","servant, waiter",False,False,False,True,True,False
hinderen,verb,"to impede, to hinder",False,False,False,True,True,False
pest,"noun, de",plague,False,False,False,True,False,False
brutaal,adj,cheeky,False,False,False,True,True,False
vergissing,"noun, de(f)",mistake,False,False,False,True,False,False
krimpen,verb,to shrink,False,False,False,True,False,False
machteloos,adj,powerless,False,False,False,True,False,False
bedwingen,verb,to suppress,False,False,False,True,False,False
aanraking,"noun, de(f)",touch,False,False,False,True,False,False
kerkhof,"noun, het",cemetery,False,False,False,True,True,False
niettemin,adv,nevertheless,False,False,False,True,True,False
intiem,adj,intimate,False,False,False,True,True,False
stilstand,"noun, de(m)",standstill,False,False,False,True,True,False
zeep,"noun, de",soap,False,False,False,True,False,False
stormen,verb,to be stormy,False,False,False,True,False,False
reusachtig,adj,huge,False,False,False,True,True,False
wippen,verb,to hop,False,False,False,True,False,False
vork,"noun, de",fork,False,False,False,True,False,False
janken,verb,to whine,False,False,False,True,False,False
golven,verb,"to wave, to flow",False,False,False,True,False,False
jaloezie,"noun, de(f)",a) jealousy b) blind,False,False,False,True,False,False
gieren,verb,to scream,False,False,False,True,False,False
rijzen,verb,"to rise, to arise",False,False,False,True,True,False
verdringen,verb,to push away,False,False,False,True,False,False
omheen,adv,around,False,False,True,True,False,False
metalen,adj,metal,False,False,False,True,False,False
onaangenaam,adj,unpleasant,False,False,False,True,False,False
prijzen,verb,to praise a) to price b) to praise,False,False,False,True,True,False
schrift,"noun, het",a) writing b) notebook,False,False,False,True,False,False
weiland,"noun, het",meadow,False,False,False,True,False,False
sleuren,verb,to drag,False,False,False,True,False,False
uitlaten,verb,a) to take out b) to express (oneself),False,False,False,True,False,False
modder,"noun, de(m)",mud,False,False,False,True,False,False
bleek,adj,pale,False,False,False,True,False,False
sjaal,"noun, de(m)",scarf,False,False,False,True,False,False
ader,"noun, de",vein,False,False,False,True,False,False
hoogstens,adv,at the most,False,False,False,True,False,False
doorzichtig,adj,transparent,False,False,False,True,False,False
kinderlijk,adj,childlike,False,False,False,True,False,False
prikkelen,verb,a) to stimulate b) to irritate,False,False,False,True,True,False
stank,"noun, de(m)",bad smell,False,False,False,True,False,False
bezigheid,"noun, de(f)",activity,False,False,False,True,False,False
kous,"noun, de",stocking,False,False,False,True,False,False
aankleden,verb,to dress,False,False,False,True,False,False
remmen,verb,to brake,False,False,False,True,True,False
prompt,adj,immediate,False,False,False,True,True,False
flits,"noun, de(m)",flash,False,False,False,True,False,False
juichen,verb,to cheer,False,False,False,True,True,False
achterblijven,verb,to stay behind to be left behind,False,False,False,True,True,False
uitgang,"noun, de(m)",exit,False,False,False,True,False,False
sussen,verb,to soothe,False,False,False,True,False,False
schijnbaar,adj,"seeming, apparent",False,False,False,True,False,False
oever,"noun, de(m)",bank,False,False,False,True,False,False
kooi,"noun, de",cage,False,False,False,True,False,False
kalmeren,verb,to calm,False,False,False,True,False,False
vaas,"noun, de",vase,False,False,False,True,False,False
verdrietig,adj,sad,False,False,False,True,False,False
boog,"noun, de(m)",a) arch b) bend,False,False,False,True,False,False
etalage,"noun, de(f)",shop window,False,False,False,True,False,False
verlammen,verb,to paralyse,False,False,False,True,False,False
mantel,"noun, de(m)",overcoat,False,False,False,True,False,False
kameraad,"noun, de(m)",comrade,False,False,False,True,False,False
schikken,verb,to arrange,False,False,False,True,False,False
binnenkant,"noun, de(m)",inside,False,False,False,True,False,False
handschoen,"noun, de",glove,False,False,False,True,False,False
ongemakkelijk,adj,uncomfortable,False,False,False,True,False,False
abrupt,adj,abrupt,False,False,False,True,False,False
zwerven,verb,to wander,False,False,False,True,False,False
verveling,"noun, de(f)",boredom,False,False,False,True,False,False
vat,"noun, het",a) barrel b) grip,False,False,False,True,True,False
dagboek,"noun, het",diary,False,False,False,True,False,False
beschaafd,adj,civilized,False,False,False,True,False,False
dwaas,adj,foolish,False,False,False,True,False,False
tevergeefs,adj,in vain,False,False,False,True,True,False
schotel,"noun, de",dish,False,False,False,True,False,False
aantekening,"noun, de(f)",note,False,False,False,True,False,False
aankomst,"noun, de(f)",arrival,False,False,False,True,True,False
bederven,verb,a) to rot b) to spoil,False,False,False,True,False,False
champagne,"noun, de(m)",champagne,False,False,False,True,True,False
zaad,"noun, het",seed,False,False,False,True,False,True
ongelovig,adj,disbelieving unbelieving,False,False,False,True,False,True
tegel,"noun, de(m)",tile,False,False,False,True,False,False
flitsen,verb,to flash,False,False,False,True,True,False
nestelen,verb,to nestle,False,False,False,True,False,False
doemen,verb,to doom,False,False,False,True,False,False
ritueel,"noun, het",ritual,False,False,False,True,False,False
omgeven,verb,to surround,False,False,False,True,False,False
losmaken,verb,"to release, to undo",False,False,False,True,False,False
hut,"noun, de",hut,False,False,False,True,False,False
kostbaar,adj,"expensive, valuable",False,False,False,True,True,False
secretaresse,"noun, de(f)",(female) secretary,False,False,False,True,False,False
waken,verb,to watch,False,False,False,True,True,False
bagage,"noun, de(f)",luggage,False,False,False,True,False,False
worstelen,verb,to struggle,False,False,False,True,True,False
beamen,verb,to endorse,False,False,False,True,True,False
uitbundig,adj,exuberant,False,False,False,True,True,False
vergeefs,adj,vain,False,False,False,True,False,False
glans,"noun, de(m)",shine,False,False,False,True,False,False
beklimmen,verb,to climb,False,False,False,True,False,False
lint,"noun, het",ribbon,False,False,False,True,False,False
mensheid,"noun, de(f)",humankind,False,False,False,True,False,True
verontrusten,verb,to worry,False,False,False,True,True,False
langskomen,verb,"to pass by, to come round",False,False,True,True,False,False
achterhoofd,"noun, het",back of the head,False,False,False,True,False,False
geruststellen,verb,to reassure,False,False,False,True,False,False
bezweren,verb,to swear,False,False,False,True,False,False
dapper,adj,brave,False,False,False,True,False,False
haard,"noun, de(m)",fireplace,False,False,False,True,False,False
luidruchtig,adj,noisy,False,False,False,True,False,False
buitenwereld,"noun, de",outside world,False,False,False,True,True,False
hoofdpijn,"noun, de",headache,False,False,False,True,False,False
mopperen,verb,to grumble,False,False,False,True,False,False
rekken (zich),verb,to stretch,False,False,False,True,False,False
toekijken,verb,to watch,False,False,False,True,True,False
ontkomen,verb,to escape,False,False,False,True,True,False
onrecht,"noun, het",injustice,False,False,False,True,False,False
onbewust,adj,unconscious,False,False,False,True,False,False
overslaan,verb,"to miss (out), to skip",False,False,False,True,False,False
opstijgen,verb,to rise,False,False,False,True,False,False
aanlopen,verb,to come towards,False,False,False,True,False,False
toonbank,"noun, de",counter,False,False,False,True,False,False
scheur,"noun, de","crack, tear",False,False,False,True,True,False
duif,"noun, de",pigeon,False,False,False,True,False,False
luchtig,adj,"light, airy",False,False,False,True,False,False
donderen,verb,to thunder,False,False,False,True,False,False
daarboven,adv,above it,False,False,True,True,False,False
handschrift,"noun, het",handwriting,False,False,False,True,False,False
wei,"noun, de","pasture, field",False,False,False,True,False,False
verzwijgen,verb,"to keep silent about, to conceal",False,False,False,True,False,False
ui,"noun, de(m)",onion,False,False,False,True,False,False
heden,adv,today,False,False,False,True,False,True
klem,"noun, de",trap,False,False,False,True,True,False
broeder,"noun, de(m)",brother,False,False,False,True,False,False
rommelen,verb,"to rummage, to fiddle",False,False,False,True,False,False
geschenk,"noun, het",gift,False,False,False,True,True,False
applaus,"noun, het",applause,False,False,False,True,True,False
duin,"noun, het/de",dune,False,False,False,True,False,False
koppig,adj,stubborn,False,False,False,True,False,False
aanvoelen,verb,"to feel, to sense",False,False,False,True,False,False
salon,"noun, de(m)/het",salon,False,False,False,True,False,False
opengaan,verb,to open,False,False,False,True,False,False
vooruitzicht,"noun, het",prospect,False,False,False,True,True,False
enthousiasme,"noun, het",enthusiasm,False,False,False,True,True,False
schuilen,verb,"to shelter, to hide",False,False,False,True,True,False
schaars,adj,scarce,False,False,False,True,True,False
elegant,adj,elegant,False,False,False,True,True,False
oceaan,"noun, de(m)",ocean,False,False,False,True,False,True
vurig,adj,fiery,False,False,False,True,False,False
muts,"noun, de",hat,False,False,False,True,False,False
daglicht,"noun, het",daylight,False,False,False,True,False,False
rotzooi,"noun, de","junk junk, mess",False,False,True,True,False,False
non,"noun, de(f)",nun,False,False,False,True,False,False
schoonmaken,verb,to clean,False,False,True,True,False,False
bespeuren,verb,"to sense, to find",False,False,False,True,False,False
pistool,"noun, het",pistol,False,False,False,True,True,False
voorbijganger,"noun, de(m)",passer-by,False,False,False,True,True,False
lunch,"noun, de(m)",lunch,False,False,False,True,False,False
vermoeidheid,"noun, de(f)",fatigue,False,False,False,True,False,False
pal,adv,directly,False,False,False,True,True,False
voornaam,"noun, de(m)",first name,False,False,False,True,False,False
schuldgevoel,"noun, het",feeling of guilt,False,False,False,True,False,False
thans,adv,"at present, now",False,False,False,True,False,True
dierbaar,adj,dear,False,False,False,True,False,False
barst,"noun, de",crack,False,False,False,True,False,False
naaien,verb,to sew,False,False,False,True,False,False
mankeren,verb,to be wrong,False,False,False,True,False,False
verstrijken,verb,to go by,False,False,False,True,False,False
knappen,verb,to crack,False,False,False,True,False,False
decor,"noun, het","décor, setting",False,False,False,True,True,False
chef,"noun, de(m)",manager,False,False,False,True,True,False
vanachter,adv,from behind,False,False,True,True,False,False
Japans,adj,Japanese,False,False,False,True,True,False
stoet,"noun, de(m)",procession,False,False,False,True,True,False
overzien,verb,to overlook,False,False,False,True,False,False
